id,long,name,lati,city_name
1,17.4796321,"KUKATPALLY",78.4173848,"KUKATPALLY"
2,18.521283325496277,"Pune",73.85009765625,"Pune"
3,19.87005983797396,"Aurangabad",75.35522460937499,"Aurangabad"
4,18.40665471391907,"Latur",76.56372070312499,"Latur"
